Season_Number,Startup_Name,Episode_Number,Pitch_Number,Season_Start,Season_End,Original_Air_Date,Episode_Title,Anchor,Industry,Business_Description,Company_Website,Started_in,Number_of_Presenters,Male_Presenters,Female_Presenters,Transgender_Presenters,Couple_Presenters,Pitchers_Average_Age,Pitchers_City,Pitchers_State,Yearly_Revenue(in_lakhs),Monthly_Sales(in_lakhs),Gross_Margin,Net_Margin,EBITDA,Cash_Burn,SKUs,Has_Patents,Bootstrapped,Original_Ask_Amount,Original_Offered_Equity(in_%),Valuation_Requested(in_lakhs),Received_Offer,Accepted_Offer,Total_Deal_Amount(in_lakhs),Total_Deal_Equity(%),Number_of_Sharks_in_Deal,Namita_Investment_Amount(in lakhs),Vineeta_Investment_Amount(in_lakhs),Anupam_Investment_Amount(in_lakhs),Aman_Investment_Amount(in_lakhs),Peyush_Investment_Amount((in_lakhs),Amit_Investment_Amount(in_lakhs),Ashneer_Investment_Amount,Namita_Present,Vineeta_Present,Anupam_Present,Aman_Present,Peyush_Present,Amit_Present,Ashneer_Present
2,ScrapUncle,25,227,2023-01-02,2023-03-10,2023-02-03,Badhta0India,Rahul0Dua,Services,Sell0scrap0recyclables0online,https://scrapuncle.com/,2020,1,1,,,0,Young,Delhi,Delhi,600,,25,,,,,,,60,3,2000,Yes,Yes,60,5,1,,,,,,60,,Yes,Yes,Yes,Yes,,Yes,
2,SharmaJiKiAata,25,228,2023-01-02,2023-03-10,2023-02-03,Badhta0India,Rahul0Dua,Food,Freshly0milled0atta,https://sharmajikaaata.com/,2019,2,1,1,,0,Middle,Pune,Maharashtra,,,63,38,,,,,,40,10,400,Yes,Yes,40,20,1,,,40,,,,,Yes,Yes,Yes,Yes,,Yes,
2,Manetain,25,229,2023-01-02,2023-03-10,2023-02-03,Badhta0India,Rahul0Dua,Beauty/Fashion,Curly0Hair0Care0Products,https://manetain.in/,,2,,2,,0,Young,"Cochin,Mumbai","Kerala,Maharashtra",100,12,60,,,,,,,75,2.5,3000,Yes,Yes,75,10,1,,,,75,,,,Yes,Yes,Yes,Yes,,Yes,
2,GavinParis,26,230,2023-01-02,2023-03-10,2023-02-06,Bharat0Badal0Raha0Hai,Rahul0Dua,Beauty/Fashion,Gender-Neutral0Fashion,https://www.gavinparis.com/,2022,2,2,,,0,Young,Kolkata,West0Bengal,114,,60,,,,,,,50,5,1000,Yes,No,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,
2,UnStop,26,231,2023-01-02,2023-03-10,2023-02-06,Bharat0Badal0Raha0Hai,Rahul0Dua,Technology/Software,Connecting0talent0colleges0recruiters,https://unstop.com/,2022,1,1,,,0,Middle,Delhi,Delhi,1600,,90,,,,,,,100,1,10000,Yes,Yes,200,4,4,50,,50,50,,50,,Yes,Yes,Yes,Yes,,Yes,
2,BlueTea,26,232,2023-01-02,2023-03-10,2023-02-06,Bharat0Badal0Raha0Hai,Rahul0Dua,Food,Ayurvedic0Herbal0Tea,https://bluetea.co.in/,2018,2,2,,,0,Middle,"Faridabad,Kolkata","Haryana,West0Bengal",1000,,,19,,,,,,75,1,7500,Yes,Yes,50,3,1,,,,50,,,,Yes,Yes,Yes,Yes,,Yes,
2,TheGreenSnack,27,233,2023-01-02,2023-03-10,2023-02-07,Nayi0Soch0Naye0Vichaar,Rahul0Dua,Food,Healthy0Snacks0Online,https://thegreensnackco.com/,2017,2,1,1,,1,Middle,Mumbai,Maharashtra,,25,,,,yes,,,,100,2,5000,Yes,Yes,100,8,1,,100,,,,,,Yes,Yes,Yes,Yes,,Yes,
2,HobbyIndia,27,234,2023-01-02,2023-03-10,2023-02-07,Nayi0Soch0Naye0Vichaar,Rahul0Dua,Furnishing/Household,Online0Art0&0Craft0Store,https://hobbyindia.store/,,3,1,2,,1,Young,Surat,Gujarat,117,,,,,,,,,50,3,1666.666667,Yes,No,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,
2,Flhexible,27,235,2023-01-02,2023-03-10,2023-02-07,Nayi0Soch0Naye0Vichaar,Rahul0Dua,Furnishing/Household,Composite0paper0honeycomb0panels,https://www.flhexible.com/,2019,2,1,1,,1,Middle,Jaipur,Rajasthan,16,3.5,40,25,,,,,,50,7.5,666.6666667,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,
2,UpThrust,27,236,2023-01-02,2023-03-10,2023-02-07,Nayi0Soch0Naye0Vichaar,Rahul0Dua,Sports,ESPORTS0AND0GAMING0ORGANISATION,https://www.upthrustesports.com/,,2,2,,,0,Young,Mumbai,Maharashtra,300,33,,30,,,,,,75,3,2500,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,
2,Zoff,28,237,2023-01-02,2023-03-10,2023-02-08,Game0Changers,Rahul0Dua,Food,Cool0Grind0Technology0Indian0Spices,https://zofffoods.com/,2018,2,2,,,0,Middle,Raipur,Chhattisgarh,,700,,,,,,,,100,0.5,20000,Yes,Yes,100,1.25,1,,,,100,,,,Yes,Yes,Yes,Yes,,Yes,
2,DesiToys,28,238,2023-01-02,2023-03-10,2023-02-08,Game0Changers,Rahul0Dua,Manufacturing,Indian0Traditional0Toys0and0Indoor0Games,https://www.desitoys.in/,2017,1,,1,,0,Middle,Mumbai,Maharashtra,115,20,50,18,,,,,,50,3,1666.666667,Yes,No,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,
2,CloudWorx,28,239,2023-01-02,2023-03-10,2023-02-08,Game0Changers,Rahul0Dua,Technology/Software,NoCode0Enterprise0Metaverse0App0Builder,http://www.cloudworx.ai/,,1,1,,,0,Middle,Bangalore,Karnataka,,14,,,,,,,,40,2,2000,Yes,Yes,40,3.2,2,20,,20,,,,,Yes,Yes,Yes,Yes,,Yes,
2,Mahantam,29,240,2023-01-02,2023-03-10,2023-02-09,Pulse0Of0The0Country,Rahul0Dua,Manufacturing,Tea0Glass0Washing0Machine,https://mahantam.co.in/,,2,2,,,0,Young,Banaskantha,Gujarat,,,,,,,,,,30,10,300,Yes,Yes,30,20,5,6,6,6,6,6,,,Yes,Yes,Yes,Yes,Yes,,
2,MindPeers,29,241,2023-01-02,2023-03-10,2023-02-09,Pulse0Of0The0Country,Rahul0Dua,Medical/Health,For0Mental0Strength,https://www.mindpeers.co/,,2,1,1,,0,Middle,Delhi,Delhi,,,,,,,,,,53,1,5300,Yes,Yes,106,2,4,17.66,17.66,,17.66,53,,,Yes,Yes,Yes,Yes,Yes,,
2,Barosi,29,242,2023-01-02,2023-03-10,2023-02-09,Pulse0Of0The0Country,Rahul0Dua,Food,Fresh0&0pure0milk0products,https://www.barosi.in/,2016,1,1,,,0,Middle,Pataudi,Haryana,,42,40,,,yes,,,,50,2,2500,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,Daryaganj,30,243,2023-01-02,2023-03-10,2023-02-10,Changing0India,Rahul0Dua,Food,North0Indian0Cuisine0restaurant,https://daryaganj.com/,,3,3,,,0,Middle,Delhi,Delhi,,300,,,,,,,,90,0.5,18000,Yes,Yes,90,1,1,,,,90,,,,Yes,Yes,Yes,Yes,Yes,,
2,DhruvVidyut,30,244,2023-01-02,2023-03-10,2023-02-10,Changing0India,Rahul0Dua,Vehicles/Electrical0Vehicles,Invention0converts0cycle0into0an0electric0cycle,https://www.instagram.com/dhruvvidyutdv/?hl=en,,1,1,,,0,Middle,Delhi,Delhi,,,,,,,,,,0,0.5,0,Yes,Yes,0,0.5,3,,,0,0,0,,,Yes,Yes,Yes,Yes,Yes,,
2,CELLBELL,30,245,2023-01-02,2023-03-10,2023-02-10,Changing0India,Rahul0Dua,Furnishing/Household,Gaming0Office0Chairs,https://cellbell.in/,2019,3,3,,,0,Middle,Ulhasnagar,Maharashtra,,400,52,,,,,,,90,1.5,6000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,Tipayi,31,246,2023-01-02,2023-03-10,2023-02-13,Innovations0And0Investments,Rahul0Dua,Manufacturing,Balance0Bike0for0Kids,https://www.vamshycle.com/,2019,1,1,,,0,Young,Pune,Maharashtra,21,0.5,35,26,,,,yes,,50,10,500,Yes,No,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,DigiQure,31,247,2023-01-02,2023-03-10,2023-02-13,Innovations0And0Investments,Rahul0Dua,Medical/Health,Book0Doctors0Appointments0Video0Consultation,https://digiqure.com/,,2,2,,,0,Middle,Bhopal,Madhya0Pradesh,,,,,,,,,,40,4,1000,Yes,Yes,40,10,1,40,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,Nirmalaya,31,248,2023-01-02,2023-03-10,2023-02-13,Innovations0And0Investments,Rahul0Dua,Manufacturing,Incense0products0made0from0temple0flowers,https://nirmalaya.com/,,3,2,1,,1,Middle,Delhi,Delhi,,80,,,,yes,,,,60,1.5,4000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,Pabiben,32,249,2023-01-02,2023-03-10,2023-02-14,Pitch0Perfect,Rahul0Dua,Beauty/Fashion,Handcrafted0products0sold0directly0by0artisans,https://www.pabiben.com/,,2,1,1,,0,Middle,Ahmedabad,Gujarat,,,50,35,,,,,,50,5,1000,Yes,Yes,10,5,1,10,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,Homestrap,32,250,2023-01-02,2023-03-10,2023-02-14,Pitch0Perfect,Rahul0Dua,Furnishing/Household,Collection0of0organizer0for0home0and0travelling,https://www.homestrap.com/,,2,1,1,,1,Middle,Indore,Madhya0Pradesh,,,55,,,,,,,70,1,7000,Yes,Yes,50,7,1,,,50,,,,,Yes,Yes,Yes,Yes,Yes,,
2,uBreathe,32,251,2023-01-02,2023-03-10,2023-02-14,Pitch0Perfect,Rahul0Dua,Manufacturing,Smart0Natural0Air0Purifier,https://www.ubreathe.in/,,2,2,,,0,Middle,Gurgaon,Haryana,,,,,,,,,,150,7.5,2000,Yes,Yes,50,5,1,50,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,Deyor,32,252,2023-01-02,2023-03-10,2023-02-14,Pitch0Perfect,Rahul0Dua,Technology/Software,Chatbot0integrated0experiential0travel0website,https://www.deyorcamps.com/,,2,2,,,0,Middle,Gurgaon,Haryana,,,25,5,,,,,,100,1,10000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,iMumz,33,253,2023-01-02,2023-03-10,2023-02-15,Growing0With0India,Rahul0Dua,Medical/Health,Transforming0pregnancy0and0parenting0with0app,https://www.imumz.com/,2020,3,2,1,,0,Middle,Bangalore,Karnataka,,,,,,,,,,70,1,7000,Yes,Yes,10,1,1,,,,,10,,,Yes,Yes,Yes,Yes,Yes,,
2,TheHealthyBinge,33,254,2023-01-02,2023-03-10,2023-02-15,Growing0With0India,Rahul0Dua,Food,Assorted0Pack0Baked0Chips,https://www.healthybinge.co.in/,,2,2,,,0,Middle,Pune,Maharashtra,,11,,,,yes,,,,50,5,1000,Yes,Yes,50,5,2,,,,25,25,,,Yes,Yes,Yes,Yes,Yes,,
2,Freakins,33,255,2023-01-02,2023-03-10,2023-02-15,Growing0With0India,Rahul0Dua,Beauty/Fashion,Fashionable0Denim0Apparel,https://freakins.com/,,2,2,,,0,Middle,Mumbai,Maharashtra,,,63,,,yes,,,,70,1,7000,Yes,Yes,50,2.5,1,,50,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,Perfora,34,256,2023-01-02,2023-03-10,2023-02-16,Growing0Ideas0Into0Successful0Businesses,Rahul0Dua,Furnishing/Household,Toothpaste0Electric0Toothbrush,https://perforacare.com/,,2,2,,,0,Young,"Ballarpur,Karnal","Haryana,Maharashtra",,,57,,,yes,,,,80,1,8000,Yes,Yes,80,2.5,3,26.66,26.66,,,26.66,,,Yes,Yes,Yes,Yes,Yes,,
2,MidNightAngelsByPC,34,257,2023-01-02,2023-03-10,2023-02-16,Growing0Ideas0Into0Successful0Businesses,Rahul0Dua,Beauty/Fashion,Lounge0&0Travel0wear,https://midnightangelsbypc.com/,2017,2,,2,,0,Middle,Gurgaon,Haryana,180,,83,20,,,,,,75,6,1250,Yes,No,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,CureSee,34,258,2023-01-02,2023-03-10,2023-02-16,Growing0Ideas0Into0Successful0Businesses,Rahul0Dua,Medical/Health,Artificial0Intelligence0(AI)0based0vision0therapy,https://curesee.com/,2019,3,3,,,0,Middle,Gurgaon,Haryana,0,264,,,,,,,,40,5,800,Yes,Yes,50,10,1,,,,,50,,,Yes,Yes,Yes,Yes,Yes,,
2,MeduLance,35,259,2023-01-02,2023-03-10,2023-02-17,Business0Ideas0Ka0Pitara,Rahul0Dua,Medical/Health,One-stop0solution0for0all0healthcare0needs,https://medulance.com/,,2,2,,,0,Middle,Delhi,Delhi,240,,,24,,,,,,200,1,20000,Yes,Yes,200,2,3,66.66,,,66.66,66.66,,,Yes,,Yes,Yes,Yes,Yes,
2,Cakelicious,35,260,2023-01-02,2023-03-10,2023-02-17,Business0Ideas0Ka0Pitara,Rahul0Dua,Food,Cakes0Online,,,2,,2,,0,Middle,Kolkata,West0Bengal,,3,60,40,,,,,,25,5,500,Yes,Yes,25,20,1,,,,,,25,,Yes,,Yes,Yes,Yes,Yes,
2,Bowled.io,35,261,2023-01-02,2023-03-10,2023-02-17,Business0Ideas0Ka0Pitara,Rahul0Dua,Sports,Play-to-Earn0Social0Gaming0Platform,https://www.bowled.io/,,2,2,,,0,Middle,Mumbai,Maharashtra,,,,,,,,,,80,1,8000,No,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,
2,Toyshine,35,262,2023-01-02,2023-03-10,2023-02-17,Business0Ideas0Ka0Pitara,Rahul0Dua,Manufacturing,Collection0of0Toys,https://toyshine.in/,,1,1,,,0,Middle,Jalandhar,Punjab,4500,450,,15,,,,,,125,0.5,25000,No,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,
2,neuphony,36,263,2023-01-02,2023-03-10,2023-02-20,Anokhe0Pitchers0Ke0Anokhe0Ideas,Rahul0Dua,Medical/Health,Wearable0EEG0Headband,https://neuphony.com/,2022,2,1,1,,1,Young,Noida,Uttar0Pradesh,,,,,,yes,,,,100,2,5000,Yes,Yes,100,5.4,2,,,,50,50,,,Yes,Yes,Yes,Yes,Yes,,
2,Amrutam,36,264,2023-01-02,2023-03-10,2023-02-20,Anokhe0Pitchers0Ke0Anokhe0Ideas,Rahul0Dua,Food,Ayurvedic0Lifestyle0products,https://amrutam.co.in/,2017,3,2,1,,0,Middle,Gwalior,Madhya0Pradesh,110,,,,,,,,,50,2,2500,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,HoloKitab,36,265,2023-01-02,2023-03-10,2023-02-20,Anokhe0Pitchers0Ke0Anokhe0Ideas,Rahul0Dua,Technology/Software,Augmented0Reality0content0for0books,https://www.holokitab.in/,,2,2,,,0,Middle,Jalandhar,Punjab,0,,,,,,,,,45,10,450,Yes,Yes,45,25,1,45,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,Zoe,37,266,2023-01-02,2023-03-10,2023-02-21,Bharat0Ka0Kal,Rahul0Dua,Food,Nutrition0For0Life.0Shop0health0&0wellness0products,https://www.zoe.menu/,,2,1,1,,1,Middle,Gurgaon,Haryana,120,,,,,,,,,75,5,1500,No,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,
2,Hornback,37,267,2023-01-02,2023-03-10,2023-02-21,Bharat0Ka0Kal,Rahul0Dua,Vehicles/Electrical0Vehicles,Diamond0frame0folding0bicycles,https://hornback.bike/,,2,2,,,0,Middle,Hyderabad,Telangana,,,,,,,,yes,,50,1,5000,Yes,Yes,50,2.5,1,,,,,,50,,Yes,,Yes,Yes,Yes,Yes,
2,Malaki,37,268,2023-01-02,2023-03-10,2023-02-21,Bharat0Ka0Kal,Rahul0Dua,Liquor/Beverages,Non-Alcoholic0Beverages,https://malaki.in/,,2,2,,,0,Middle,Mumbai,Maharashtra,270,42,56,13,,,,,,50,1,5000,Yes,Yes,50,3,2,,,,25,25,,,Yes,,Yes,Yes,Yes,Yes,
2,nanoclean,37,269,2023-01-02,2023-03-10,2023-02-21,Bharat0Ka0Kal,Rahul0Dua,Manufacturing,Contamination0Control0Solutions,https://nanoclean.store/,2017,1,1,,,0,Middle,Bikaner,Rajasthan,110,5,,,,,,yes,,80,2,4000,No,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,
2,DesmondJi,38,270,2023-01-02,2023-03-10,2023-02-22,Innovation0And0Imagination,Rahul0Dua,Liquor/Beverages,"Spirits,0Liqueurs0&0Cocktail0Blends",,,2,2,,,0,Middle,Goa,Goa,1200,125,,,,,,,,100,1,10000,No,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,
2,Cremeitalia,38,271,2023-01-02,2023-03-10,2023-02-22,Innovation0And0Imagination,Rahul0Dua,Food,Fresh0Italian0Cheese0Products,https://cremeitalia.com/,,1,1,,,0,Middle,Mumbai,Maharashtra,,62,,,,,,,,90,1.5,6000,No,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,
2,nawgati,38,272,2023-01-02,2023-03-10,2023-02-22,Innovation0And0Imagination,Rahul0Dua,Services,Congestion0Management0for0Fuel0Stations,https://www.nawgati.com/,,3,3,,,0,Young,Noida,Uttar0Pradesh,,,,,,,,,,67,2,3350,Yes,Yes,67,3,2,,,,33.5,,33.5,,Yes,,Yes,Yes,Yes,Yes,
2,Swytchd,38,273,2023-01-02,2023-03-10,2023-02-22,Innovation0And0Imagination,Rahul0Dua,Vehicles/Electrical0Vehicles,All-inclusive0Electric0Vehicle0Subscription,https://swytchd.com/,,1,1,,,0,Middle,Bangalore,Karnataka,,,,,,,,,,50,3,1666.666667,No,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,
2,GladFul,39,274,2023-01-02,2023-03-10,2023-02-23,Revolutionary0Ideas0And0Successful0Businesses,Rahul0Dua,Food,Natural0High0Protein0Rich0&0Healthy0Foods,https://gladful.in/,2022,2,1,1,,0,Middle,Jaipur,Rajasthan,,24,,,,yes,,,,50,2,2500,Yes,Yes,50,3.5,3,16.66,,,16.66,,16.66,,Yes,,Yes,Yes,Yes,Yes,
2,Pharmallama,39,275,2023-01-02,2023-03-10,2023-02-23,Revolutionary0Ideas0And0Successful0Businesses,Rahul0Dua,Medical/Health,Simplified0pharmacy,https://pharmallama.com/,2022,3,3,,,0,Middle,Bangalore,Karnataka,,24,,,,,,,,100,1.5,6666.666667,Yes,Yes,200,5,5,40,,40,40,40,40,,Yes,,Yes,Yes,Yes,Yes,
2,CraveRajaFoods,39,276,2023-01-02,2023-03-10,2023-02-23,Revolutionary0Ideas0And0Successful0Businesses,Rahul0Dua,Food,Cloud-kitchen0service,https://craverajafoods.com/,2020,2,2,,,0,Middle,Kolkata,West0Bengal,256,20,70,3,,,,,,65,3,2166.666667,No,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,
2,VAPerfume,39,277,2023-01-02,2023-03-10,2023-02-23,Revolutionary0Ideas0And0Successful0Businesses,Rahul0Dua,Furnishing/Household,"Devotional,0meditational,0and0romantic0incense",http://www.vaperfume.com/,,1,1,,,0,Middle,Mumbai,Maharashtra,,,56,35,,,,,,100,10,1000,No,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,
2,Hood,40,278,2023-01-02,2023-03-10,2023-02-24,Creating0Valuable0Businesses,Rahul0Dua,Technology/Software,Pseudonymous0social0network,https://www.hood.live/,2022,3,3,,,0,Middle,Gurgaon,Haryana,0,,,,,,,,,120,0.2,60000,Yes,Yes,60,0.54,2,,,,30,30,,,Yes,,Yes,Yes,Yes,Yes,
2,TwistingScoops,40,279,2023-01-02,2023-03-10,2023-02-24,Creating0Valuable0Businesses,Rahul0Dua,Food,Authentic0turkish0ice0cream,https://twistingscoops.com/,,2,2,,,0,Young,Delhi,Delhi,,,,40,,,,,,100,2.5,4000,Yes,No,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,
2,GROWiT,40,280,2023-01-02,2023-03-10,2023-02-24,Creating0Valuable0Businesses,Rahul0Dua,Agriculture,Protective0farming0products,https://thegrowit.com/,,2,2,,,0,Middle,Surat,Gujarat,,,22,,,yes,,,,100,1,10000,Yes,Yes,50,1,2,25,,,,25,,,Yes,,Yes,Yes,Yes,Yes,
2,Makino,41,281,2023-01-02,2023-03-10,2023-02-27,Out0Of0The0Box0Business0Ideas,Rahul0Dua,Food,Nachos0&0Nuts,https://makino-new.myshopify.com/,2018,4,4,,,0,Young,Himmatnagar,Gujarat,,2.5,40,,,,,,,200,2,10000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,Trunome,41,282,2023-01-02,2023-03-10,2023-02-27,Out0Of0The0Box0Business0Ideas,Rahul0Dua,Medical/Health,Post0Transplant0Care,https://acrannolife.com/,,2,2,,,0,Middle,Chennai,Tamil0Nadu,,,,,,,,yes,,150,1,15000,Yes,Yes,150,2,4,,37.5,37.5,37.5,37.5,,,Yes,Yes,Yes,Yes,Yes,,
2,Wol3D,41,283,2023-01-02,2023-03-10,2023-02-27,Out0Of0The0Box0Business0Ideas,Rahul0Dua,Manufacturing,3D0printing0technology,https://worldoflilliputs.com/,2016,4,2,2,,1,Middle,Mumbai,Maharashtra,,,30,,,,,,,150,1,15000,Yes,Yes,80,2,1,,,,80,,,,Yes,Yes,Yes,Yes,Yes,,
2,What'sUpWellness,41,284,2023-01-02,2023-03-10,2023-02-27,Out0Of0The0Box0Business0Ideas,Rahul0Dua,Food,Wellness0in0the0form0of0quick0bites,https://whatsupwellness.in/,,2,1,1,,0,Middle,Kolkata,West0Bengal,,30,,,,,,,,50,3,1666.666667,Yes,Yes,60,4.76,3,,20,20,20,,,,Yes,Yes,Yes,Yes,Yes,,
2,ProostBeer,42,285,2023-01-02,2023-03-10,2023-02-28,Building0Businesses0From0Scratch,Rahul0Dua,Liquor/Beverages,Freshly0brewed0beer,https://www.proost69.com/,2018,2,2,,,0,Middle,Delhi,Delhi,,,,,,yes,,,,100,0.75,13333.33333,No,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,
2,DrCubes,42,286,2023-01-02,2023-03-10,2023-02-28,Building0Businesses0From0Scratch,Rahul0Dua,Liquor/Beverages,Frozen0Fresh0cubes,https://drcubes.in/,2017,2,2,,,0,Middle,Bangalore,Karnataka,75,,45,35,,,,,,80,15,533.3333333,No,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,
2,MetroRide,42,287,2023-01-02,2023-03-10,2023-02-28,Building0Businesses0From0Scratch,Rahul0Dua,Vehicles/Electrical0Vehicles,Metro0Shuttle0Service0Access0Transportation,https://metroride.in/,,2,2,,,0,Middle,Bangalore,Karnataka,54,25,,,,,,,,75,1,7500,No,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,
2,Conker,42,288,2023-01-02,2023-03-10,2023-02-28,Building0Businesses0From0Scratch,Rahul0Dua,Technology/Software,Skill0Based0Learning0Online0Courses,https://learn.conkerworld.com/,,1,1,,,0,Middle,Bangalore,Karnataka,120,22,50,8,,,,,,40,1,4000,No,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,
2,WTF,43,289,2023-01-02,2023-03-10,2023-03-01,Creating0Value0Through0Ideas,Rahul0Dua,Food,Where's0The0Food,,,1,1,,,0,Middle,Kolkata,West0Bengal,,,,,,,,,,75,5,1500,No,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,
2,funngro,43,290,2023-01-02,2023-03-10,2023-03-01,Creating0Value0Through0Ideas,Rahul0Dua,Technology/Software,Smart0Teens0work0with0Smart0companies,https://www.funngro.com/,2021,3,1,2,,1,Middle,Mumbai,Maharashtra,,,,,,,,,,50,1.25,4000,Yes,Yes,50,4.16,2,25,,,,,25,,Yes,,Yes,Yes,Yes,Yes,
2,Aadvik,43,291,2023-01-02,2023-03-10,2023-03-01,Creating0Value0Through0Ideas,Rahul0Dua,Food,Buy0Camel0&0Goat0Milk,https://aadvikfoods.com/,,2,2,,,0,Middle,Delhi,Delhi,720,50,,,,,,,,60,1.5,4000,Yes,Yes,15,1.5,1,,,,,,15,,Yes,,Yes,Yes,Yes,Yes,
2,oyehappy,43,292,2023-01-02,2023-03-10,2023-03-01,Creating0Value0Through0Ideas,Rahul0Dua,Services,"Unique0Gifts,0Customized0Gifts,0Romantic0Gifts,0Thoughtful0Gifts",https://www.oyehappy.com/,,2,2,,,0,Middle,Hyderabad,Telangana,1005,80,80,,,,,,,50,1,5000,No,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,
2,HealthyMaster,44,293,2023-01-02,2023-03-10,2023-03-02,Entrepreneurship0Ka0Junoon,Rahul0Dua,Food,"Online0Dry0Fruits,0Snacks,0Berries,0Chips",https://healthymaster.in/,2019,3,1,2,,1,Middle,Bangalore,Karnataka,,20,45,,,yes,,,,50,2,2500,Yes,Yes,50,6.5,1,,50,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,Kitsons,44,294,2023-01-02,2023-03-10,2023-03-02,Entrepreneurship0Ka0Junoon,Rahul0Dua,Furnishing/Household,"Stationery,0Art0&0Craft,0Books0&0Toy0Retail0Space",https://kitsons.in/,2010,3,3,,,0,Middle,Hyderabad,Telangana,,,,,,,,,,1000,10,10000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,LondonBubble,44,295,2023-01-02,2023-03-10,2023-03-02,Entrepreneurship0Ka0Junoon,Rahul0Dua,Food,Waffle0Chips0Online,https://londonbubbleco.com/,,2,2,,,0,Middle,Mumbai,Maharashtra,,,,,,,,,,75,5,1500,Yes,Yes,75,15,1,75,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,WaggyZone,44,296,2023-01-02,2023-03-10,2023-03-02,Entrepreneurship0Ka0Junoon,Rahul0Dua,Animal/Pets,"Ice0Cream0Treat0for0Dogs,0Puppies0and0Cats",https://waggyzone.com/,,1,,1,,0,Middle,Mumbai,Maharashtra,0,1,60,,,,,,,50,5,1000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,NutriCook,45,297,2023-01-02,2023-03-10,2023-03-03,True0Meaning0Of0Entrepreneurship,Rahul0Dua,Food,"Smart0Pots,0Air0Fryers,0Air0Fryer0Oven",https://www.nutricookindia.com/,,2,1,1,,0,Middle,"Bangalore,Punganur","Karnataka,Andhra0Pradesh",13,,,,,,,,,100,2,5000,Yes,Yes,50,10,1,,50,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,Subhag,45,298,2023-01-02,2023-03-10,2023-03-03,True0Meaning0Of0Entrepreneurship,Rahul0Dua,Medical/Health,Health-tech0IUI0Treatment0Procedure0for0Infertility,https://subhag.in/,,3,3,,,0,Middle,"Jhumri0Telaiya,Raipur","Jharkhand,Chhattisgarh",,0,,,,,,yes,,50,1,5000,Yes,Yes,20,1,1,20,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,SinghStyled,45,299,2023-01-02,2023-03-10,2023-03-03,True0Meaning0Of0Entrepreneurship,Rahul0Dua,Beauty/Fashion,Sikh0Gentleman0to0maintain0their0Guru-gifted0identity,https://www.singhstyled.com/,2019,2,2,,,0,Middle,Mumbai,Maharashtra,,7.5,,,,,,,,50,5,1000,Yes,Yes,50,10,1,,,,,50,,,Yes,Yes,Yes,Yes,Yes,,
2,ZSportsTech,46,300,2023-01-02,2023-03-10,2023-03-06,Different0Colours0Of0Entrepreneurship,Rahul0Dua,Sports,Cricket0Sport0Shop,https://www.zsportstech.com/,,2,2,,,0,Middle,Mumbai,Maharashtra,31,,,,,,,,,60,2,3000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
